Year,AFGHANISTAN,ALBANIA,ALGERIA,ANDORRA,ANGOLA,ANGUILLA,ANTARCTIC FISHERIES,ANTIGUA & BARBUDA,ARGENTINA,ARMENIA,ARUBA,AUSTRALIA,AUSTRIA,AZERBAIJAN,BAHAMAS,BAHRAIN,BANGLADESH,BARBADOS,BELARUS,BELGIUM,BELIZE,BENIN,BERMUDA,BHUTAN,"BONAIRE, SAINT EUSTATIUS, AND SABA",BOSNIA & HERZEGOVINA,BOTSWANA,BRAZIL,BRITISH VIRGIN ISLANDS,BRUNEI (DARUSSALAM),BULGARIA,BURKINA FASO,BURUNDI,CAMBODIA,CANADA,CAPE VERDE,CAYMAN ISLANDS,CENTRAL AFRICAN REPUBLIC,CHAD,CHILE,CHINA (MAINLAND),CHRISTMAS ISLAND,COLOMBIA,COMOROS,CONGO,COOK ISLANDS,COSTA RICA,COTE D IVOIRE,CROATIA,CUBA,CURACAO,CYPRUS,CZECH REPUBLIC,CZECHOSLOVAKIA,DEMOCRATIC PEOPLE S REPUBLIC OF KOREA,DEMOCRATIC REPUBLIC OF THE CONGO (FORMERLY ZAIRE),DEMOCRATIC REPUBLIC OF VIETNAM,DENMARK,DJIBOUTI,DOMINICA,DOMINICAN REPUBLIC,EAST & WEST PAKISTAN,ECUADOR,EGYPT,EL SALVADOR,EQUATORIAL GUINEA,ERITREA,ESTONIA,ETHIOPIA,FAEROE ISLANDS,FALKLAND ISLANDS (MALVINAS),FEDERAL REPUBLIC OF GERMANY,FEDERATED STATES OF MICRONESIA,FEDERATION OF MALAYA-SINGAPORE,FIJI,FINLAND,FORMER DEMOCRATIC YEMEN,FORMER GERMAN DEMOCRATIC REPUBLIC,FORMER PANAMA CANAL ZONE,FORMER YEMEN,FRANCE (INCLUDING MONACO),FRENCH EQUATORIAL AFRICA,FRENCH GUIANA,FRENCH INDO-CHINA,FRENCH POLYNESIA,FRENCH WEST AFRICA,GABON,GAMBIA,GEORGIA,GERMANY,GHANA,GIBRALTAR,GREECE,GREENLAND,GRENADA,GUADELOUPE,GUATEMALA,GUINEA,GUINEA BISSAU,GUYANA,HAITI,HONDURAS,HONG KONG SPECIAL ADMINSTRATIVE REGION OF CHINA,HUNGARY,ICELAND,INDIA,INDONESIA,IRAQ,IRELAND,ISLAMIC REPUBLIC OF IRAN,ISLE OF MAN,ISRAEL,ITALY (INCLUDING SAN MARINO),JAMAICA,JAPAN,JAPAN (EXCLUDING THE RUYUKU ISLANDS),JORDAN,KAZAKHSTAN,KENYA,KIRIBATI,KOSOVO,KUWAIT,KUWAITI OIL FIRES,KYRGYZSTAN,LAO PEOPLE S DEMOCRATIC REPUBLIC,LATVIA,LEBANON,LEEWARD ISLANDS,LESOTHO,LIBERIA,LIBYAN ARAB JAMAHIRIYAH,LIECHTENSTEIN,LITHUANIA,LUXEMBOURG,MACAU SPECIAL ADMINSTRATIVE REGION OF CHINA,MACEDONIA,MADAGASCAR,MALAWI,MALAYSIA,MALDIVES,MALI,MALTA,MARSHALL ISLANDS,MARTINIQUE,MAURITANIA,MAURITIUS,MAYOTTE,MEXICO,MONGOLIA,MONTENEGRO,MONTSERRAT,MOROCCO,MOZAMBIQUE,MYANMAR (FORMERLY BURMA),NAMIBIA,NAURU,NEPAL,NETHERLAND ANTILLES,NETHERLAND ANTILLES AND ARUBA,NETHERLANDS,NEW CALEDONIA,NEW ZEALAND,NICARAGUA,NIGER,NIGERIA,NIUE,NORWAY,OCCUPIED PALESTINIAN TERRITORY,OMAN,PACIFIC ISLANDS (PALAU),PAKISTAN,PALAU,PANAMA,PAPUA NEW GUINEA,PARAGUAY,PENINSULAR MALAYSIA,PERU,PHILIPPINES,PLURINATIONAL STATE OF BOLIVIA,POLAND,PORTUGAL,PUERTO RICO,QATAR,REPUBLIC OF CAMEROON,REPUBLIC OF KOREA,REPUBLIC OF MOLDOVA,REPUBLIC OF SOUTH SUDAN,REPUBLIC OF SOUTH VIETNAM,REPUBLIC OF SUDAN,REUNION,RHODESIA-NYASALAND,ROMANIA,RUSSIAN FEDERATION,RWANDA,RWANDA-URUNDI,RYUKYU ISLANDS,SABAH,SAINT HELENA,SAINT LUCIA,SAINT MARTIN (DUTCH PORTION),SAMOA,SAO TOME & PRINCIPE,SARAWAK,SAUDI ARABIA,SENEGAL,SERBIA,SEYCHELLES,SIERRA LEONE,SINGAPORE,SLOVAKIA,SLOVENIA,SOLOMON ISLANDS,SOMALIA,SOUTH AFRICA,SPAIN,SRI LANKA,ST. KITTS-NEVIS,ST. KITTS-NEVIS-ANGUILLA,ST. PIERRE & MIQUELON,ST. VINCENT & THE GRENADINES,SUDAN,SURINAME,SWAZILAND,SWEDEN,SWITZERLAND,SYRIAN ARAB REPUBLIC,TAIWAN,TAJIKISTAN,TANGANYIKA,THAILAND,TIMOR-LESTE (FORMERLY EAST TIMOR),TOGO,TONGA,TRINIDAD AND TOBAGO,TUNISIA,TURKEY,TURKMENISTAN,TURKS AND CAICOS ISLANDS,TUVALU,UGANDA,UKRAINE,UNITED ARAB EMIRATES,UNITED KINGDOM,UNITED KOREA,UNITED REPUBLIC OF TANZANIA,UNITED STATES OF AMERICA,URUGUAY,USSR,UZBEKISTAN,VANUATU,VENEZUELA,VIET NAM,WALLIS AND FUTUNA ISLANDS,YEMEN,YUGOSLAVIA (FORMER SOCIALIST FEDERAL REPUBLIC),YUGOSLAVIA (MONTENEGRO & SERBIA),ZAMBIA,ZANZIBAR,ZIMBABWE
1849,,,,,,,,,,,,,617.0,,,,,,,2384.0,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,74.0,,,,,,,,,,,,,,,,,,,,,,,4745.0,,,,,,,,,3718.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,909.0,,,,,,,29.0,,,,,,,,,,,,,820.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0,,,,,,,,,53.0,,,,,,,,,,,,,,,,,,,31661.0,,,4973.0,,,,,,,,,,,,,
1850,,,,,,,,,,,,,635.0,,,,,,,2547.0,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,93.0,,,,,,,,,,,,,,,,,,,,,,,5354.0,,,,,,,,,4132.0,,,,,,,,,,,,,,0.0,,,,,108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856.0,,,,,,,38.0,,,,,,,,,,,,,874.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.0,,,,,,,,,55.0,,,,,,,,,,,,,,,,,,,33462.0,,,5402.0,,31.0,,,,,,,,,,,
1851,,,,,,,,,,,,-17.0,637.0,,,,,,,2775.0,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,5469.0,,,,,,,,,4604.0,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,851.0,,,,,,,41.0,,,,,,,,,,,,,944.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.0,,,,,,,,,59.0,,,,,,,,,,,,,,,,,,,31838.0,,,6723.0,,,,,,,,,,,,,
1852,,,,,,,,,,,,-15.0,767.0,,,,,,,3114.0,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,91.0,,,,,,,,,,,,,,,,,,,,,,,5887.0,,,,,,,,,5233.0,,,,,,,,,,,,,,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1027.0,,,,,,,41.0,,,,,,,,,,,,,1127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.0,,,,,,,,,59.0,,,,,,,,,,,,,,,,,,,31725.0,,,7312.0,,,,,,,,,,,,,
1853,,,,,,,,,,,,-30.0,880.0,,,,,,,3217.0,,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,98.0,,,,,,,,,,,,,,,,,,,,,,,6916.0,,,,,,,,,5666.0,,,,,,,,,,,,,,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1138.0,,,,,,,45.0,,,,,,,,,,,,,1178.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.0,,,,,,,,,62.0,,,,,,,,,,,,,,,,,,,31550.0,,,8232.0,,,,,,,,,,,,,
1854,,,,,,,,,,,,-35.0,867.0,,,,,,,3564.0,,,,,,,,,,,,,,,34.0,,,,,,,,,,,,,,,,,,,,,,,125.0,,,,,,,,,,,,,,,,,,,,,,,7973.0,,,,,,,,,6650.0,,,,,,,,,,,,,,119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1623.0,,,,,,,64.0,,,,,,,,,,,,,1304.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,92.0,,,,,,,,,,,,,,,,,,,38019.0,,,9050.0,,,,,,,,,,,,,
1855,,,,,,,,,,,,-36.0,1010.0,,,,,,,3651.0,,,,,,,,,,,,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,124.0,,,,,,,,,,,,,,,,,,,,,,,9026.0,,,,,,,,,7810.0,,,,,,,,,,,,,,124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1269.0,,,,,,,70.0,,,,,,,,,,,,,1534.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.0,,,,,,,,,86.0,,,,,,,,,,,,,,,,,,,35601.0,,,10415.0,,94.0,,,,,,,,,,,
1856,,,,,,,,,,,,-50.0,1155.0,,,,,,,3606.0,,,,,,,,,,,,,,,49.0,,,,,,,,,,,,,,,,,,,,,,,177.0,,,,,,,,,,,,,,,,,,,,,,,9452.0,,,,,,,,,8440.0,,,,,,,,,,,,,,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1289.0,,,,,,,83.0,,,,,,,,,,,,,1724.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.0,,,,,,,,,130.0,,,,,,,,,,,,,,,,,,,38312.0,,,10927.0,,,,,,,,,,,,,
1857,,,,,,,,,,,,-57.0,1330.0,,,,,,,3754.0,,,,,,,,,,,,,,,59.0,,,,,,,,,,,,,,,,,,,,,,,181.0,,,,,,,,,,,,,,,,,,,,,,,9629.0,,,,,,,,,8990.0,,,,,,,,,,,,,,149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1151.0,,,,,,,83.0,,,,,,,,,,,,,1833.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,232.0,,,,,,,,,167.0,,,,,,,,,,,,,,,,,,,37626.0,,,11205.0,,,,,,,,,,,,,
1858,,,,,,,,,,,,-67.0,1977.0,,,,,,,3944.0,,,,,,,,,,,,,,,72.0,,,,,,,,,,,,,,,,,,,,,,,134.0,,,,,,,,,,,,,,,,,,,,,,,9442.0,,,,,,,,,9719.0,,,,,,,,,,,,,,104.0,,119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012.0,,,,,,,73.0,,,,,,,,,,,,,2103.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,314.0,,,,,,,,,140.0,40.0,,,,,,,,,,,,,,,,,,36876.0,,,11367.0,,132.0,,,,,,,,,,,
1859,,,,,,,,,,,,-103.0,1601.0,,,,,,,4066.0,,,,,,,,,,,,,,,86.0,,,,,,,,,,,,,,,,,,,,,,,171.0,,,,,,,,,,,,,,,,,,,,,,,9550.0,,,,,,,,,9227.0,,,,,,,,,,,,,,210.0,,192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,962.0,,,,,,,89.0,,,,,,,,,,,,,1941.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,445.0,,,,,,,,,206.0,56.0,,,,,,,,,,,,,,,,,,40942.0,,,12369.0,,140.0,,,,,,,,,,,
1860,,,,,,,,,,,,76.0,1678.0,,,,,,,4152.0,,,,,,,,,,,,,,,104.0,,,,,,,,,,,,,,,,,,,73.0,,,,148.0,,,,,,,,,,,,,,,,,,10.0,,,,,10407.0,,,,,,,,,9933.0,,,,,,,,,,,,,,247.0,,194.0,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1309.0,,,,,,,91.0,,,,,,,,,,,,,2043.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,527.0,,,,,,,,,205.0,83.0,,,,,,,,,,,,,,,,,,45838.0,,,12947.0,,185.0,,,,,,,,,,,
1861,,,,,,,,,,,,139.0,1741.0,,,,,,,4492.0,,,,,,,,,,,,,,,125.0,,,,,,,,,,,,,,,,,,,240.0,,,,214.0,,,,,,,,,,,,,,,,,,20.0,,,,,11256.0,,,,,,,,,11280.0,,,,,,,,,,,,,,262.0,,150.0,,,,,,,183.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1202.0,,,,,,,117.0,,,,,,,,,,,,,2093.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,547.0,,,,,,,,,264.0,116.0,,,,,,,,,,,,,,,,,,47775.0,,,12467.0,,235.0,,,,,,,,,,,
1862,,,,,,,,,,,,97.0,1734.0,,,,,,,4461.0,,,,,,,,,,,,,,,153.0,,,,,,,,,,,,,,,,,,,408.0,,,,185.0,,,,,,,,,,,,,,,,,,20.0,,,,,11879.0,,,,,,,,,12429.0,,,,,,,,,,,,,,316.0,,166.0,,,,,,,335.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1548.0,,,,,,,101.0,,,,,,,,,,,,,2403.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,597.0,,,,,,,,,269.0,128.0,,,,,,,,,,,,,,,,,,46253.0,,,12950.0,,212.0,,,,,,,,,,,
1863,,,,,,,,,,,,109.0,1604.0,,,,,,,4702.0,,,,,,,,,,,,,,,192.0,,,,,,,,,,,,,,,,,,,576.0,,,,206.0,,,,,,,,,,,,,,,,,,21.0,,,,,12060.0,,,,,,,,,13478.0,,,,,,,,,,,,,,330.0,,184.0,,,,,,,292.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1115.0,,,,,,,99.0,,,,,,,,,,,,,2744.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,664.0,,,,,,,,,269.0,128.0,,,,,,,,,,,,,,,,,,49188.0,,,14959.0,,222.0,,,,,,,,,,,
1864,,,,,,,,,,,,73.0,1385.0,,,,,,,4935.0,,,,,,,,,,,,,,,230.0,,,,,,,,,,,,,,,,,,,744.0,,,,177.0,,,,,,,,,,,,,,,,,,13.0,,,,,12781.0,,,,,,,,,15459.0,,,,,,,,,,,,,,330.0,,174.0,,,,,,,438.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,929.0,,,,,,,131.0,,,,,,,,,,,,,3062.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,637.0,,,,,,,,,283.0,156.0,,,,,,,,,,,,,,,,,,52923.0,,,16009.0,,249.0,,,,,,,,,,,
1865,,,,,,,,,,,,115.0,1461.0,,,,,,,5202.0,,,,,,,,,,,,,,,278.0,,,,,,,,,,,,,,,,,,,912.0,,,,277.0,,,,,,,,,,,,,,,,,,17.0,,,,,13456.0,,,,,,,,,17322.0,,,,,,,,,,,,,,343.0,,171.0,,,,,,,347.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1050.0,,,,,,,129.0,,,,,,,,,,,,,3390.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,629.0,,,,,,,,,295.0,190.0,,,,,,,,,,,41.0,,,,,,,56083.0,,,16054.0,,238.0,,,,,,,,,,,
1866,,,,,,,,,,,,190.0,981.0,,,,,,,5603.0,,,,,,,,,,,,,,,339.0,,,,,,,,,,,,,,,,,,,1080.0,,,,256.0,,,,,,,,,,,,,,,,,,19.0,,,,,14618.0,,,,,,,,,17169.0,,,,,,,,,,,,,,390.0,,193.0,,,,,,,403.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1151.0,,,,,,,142.0,,,,,,,,,,,,,3317.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,625.0,,,,,,,,,304.0,188.0,,,,,,,,,,,57.0,,,,,,,57787.0,,,16166.0,,752.0,,,,,,,,,,,
1867,,,,,,,,,,,,244.0,1341.0,,,,,,,6068.0,,,,,,,,,,,,,,,435.0,,,,,,,,,,,,,,,,,,,1247.0,,,,250.0,,,,,,,,,,,,,,,,,,17.0,,,,,14814.0,,,,,,,,,18874.0,,,46.0,,,,,,,,,,,461.0,,,,,,,,,401.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1103.0,,,,,,,169.0,,,,,,,,,,,,,3628.0,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,698.0,,,,,,,,,283.0,184.0,,,,,,,,,,,62.0,,,,,,,59327.0,,,19887.0,,863.0,,,,,,,,,,,
1868,,,,,,,,,,,,200.0,1657.0,,,,,,,5486.0,,,,,,,,,,,,,,,258.0,,,,,,,,,,,,,,,,,,,1415.0,,,,296.0,,,,,,,,,,,,,,,,,,24.0,,,,,15156.0,,,,,,,,,20297.0,,,23.0,,,,,,,,,,,493.0,,,,,,,,,463.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1157.0,,,,,,,173.0,,,,,,,,,,,,,4126.0,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,726.0,,,,,,,,,334.0,210.0,,,,,,,,,,,48.0,,,,,,,58193.0,,,22476.0,,718.0,,,,,,,,,,,
1869,,,,,,,,,,,,175.0,1770.0,,,,,,,5909.0,,,,,,,,,,,,,,,187.0,,,,,,,,,,,,,,,,,,,1583.0,,,,258.0,,,,,,,,,,,,,,,,,,19.0,,,,,15541.0,,,,,,,,,21177.0,,,53.0,,,,,,,,,,,536.0,,,,,,,,,511.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1193.0,,,,,,,151.0,,,,,,,,,,,,,4261.0,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,720.0,,,,,,,,,297.0,203.0,,,,,,,,,,,73.0,,,,,,,61055.0,,,25572.0,,974.0,,,,,,,,,,,
1870,,,,,,,,,,,,164.0,2010.0,,,,,,,6754.0,,,,,,,,,,,,,,,334.0,,,,,,,,,,,,,,,,,,,1751.0,,,,312.0,,,,,,,,,,,,,,,,,,25.0,,,,,13793.0,,,,,,,,,20917.0,,,55.0,,,,,,,,,,,579.0,,,,,,,,,731.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1349.0,,,,,,,172.0,,,,,,,,,,,,,4548.0,6.0,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,839.0,,,,,,,,,366.0,245.0,,,,,,,,,,,43.0,,,,,,,62362.0,,,26916.0,,1057.0,,,,,,,,,,,
1871,,,,,,,,,,,,189.0,2768.0,,,,,,,6473.0,,,,,,,,,,,,,,,486.0,,,,,,,,,,,,,,,,,,,1919.0,,,,324.0,,,,,,,,,,,,,,,,,,31.0,,,,,13718.0,,,,,,,,,23294.0,,,81.0,,,,,,,,,,,718.0,,,,,,,,,630.0,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1359.0,,,,,,,167.0,,,,,,,,,,,,,5178.0,10.0,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,802.0,,,,,,,,,391.0,303.0,,,,,,,,,,,54.0,,,,,,,66058.0,,,28117.0,,1427.0,,,,,,,,,,,
1872,,,,,,,,,,,,193.0,2731.0,,,,,,,6984.0,,,,,,,,,,,,,,,504.0,,,,,,,,,,,,,,,,,,,2086.0,,,,311.0,,,,,,,,,,,,,,,,,,25.0,,,,,16628.0,,,,,,,,,25139.0,,,48.0,,,,,,,,,,,763.0,,,,,,,,,812.0,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1455.0,,,,,,,179.0,,,,,,,,,,,,,5631.0,142.0,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,890.0,,,,,,,,,467.0,348.0,,,,,,,,,,,67.0,,,,,,,69593.0,,,34472.0,,1465.0,,,,,,,,,,,
1873,,,,,,,,,,,,237.0,2928.0,,,,,,,7671.0,,,,,,,,,,,,,,,439.0,,,,,,,,,,,,,,,,,,,2254.0,,,,314.0,,,,,,,,,,,,,,,,,,24.0,,,,,17972.0,,,,,,,,,26847.0,,,53.0,,,,,,,,,,,796.0,,,,,,,,,756.0,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1403.0,,,,,,,180.0,,,,,,,,,,,,,6100.0,198.0,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,856.0,,,,,,,,,474.0,338.0,,,,,,,,,,,65.0,,,,,,,72232.0,,,38075.0,,1375.0,,,,,,,,,,,
1874,,,,,,,,,,,,243.0,2498.0,,,,,,,7073.0,,,,,,,,,,,,,,,443.0,,,,,,,,,,,,,,,,,,,2422.0,,,,339.0,,,,,,,,,,,,,,,,,,34.0,,,,,17097.0,,,,,,,,,19540.0,,,41.0,,,,,,,,,,,698.0,,,,,,,,,818.0,,,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1294.0,,,,,,,223.0,,,,,,,,,,,,,6686.0,145.0,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,851.0,,,,,,,,,511.0,319.0,,,,,,,,,,,70.0,,,,,,,70193.0,,,36653.0,,1669.0,,,,,,,,,,,
1875,,,,,,,,,,,,226.0,2145.0,,,,,,,7350.0,,,,,,,,,,,,,,,512.0,,,,,,,,,,,,,,,,,,,2590.0,,,,398.0,,,,,,,,,,,,,,,,,,23.0,,,,,17811.0,,,,,,,,,27707.0,,,45.0,,,,,,,,,,,719.0,,,,,,,,,837.0,,,393.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1479.0,,,,,,,280.0,,,,,,,,,,,,,6566.0,319.0,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,898.0,,,,,,,,,621.0,349.0,,,,,,,,,,,96.0,,,,,,,74096.0,,,37049.0,,1921.0,,,,,,,,,,,
1876,,,,,,,,,,,,254.0,2208.0,,,,,,,7183.0,,,,,,,,,,,,,,,507.0,,,,,,,,,,,,,,,,,,,4477.0,,,,421.0,,,,,,,,,,,,,,,,,,26.0,,,,,17838.0,,,,,,,,,28231.0,,,,,,,,,,,,,,754.0,,,,,,,,,1121.0,,,383.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1695.0,,,,,,,247.0,,,,,,,,,,,,,6711.0,313.0,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,974.0,,,,,,,,,663.0,408.0,,,,,,,,,,,75.0,,,,,,,73968.0,,,36250.0,,2385.0,,,,,,,,,,,
1877,,,,,,,,,,,,291.0,1988.0,,,,,,,6837.0,,,,,,,,,,,,,,,552.0,,,,,,,,,,,,,,,,,,,4704.0,,,,416.0,,,,,,,,,,,,,,,,,,31.0,,,,,17447.0,,,,,,,,,27648.0,,,,,,,,,,,,,,788.0,,,,,,,,,1038.0,,,352.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1722.0,,,,,,,333.0,,,,,,,,,,,,,6314.0,183.0,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,1032.0,,,,,,,,,702.0,387.0,,,,,,,,,,,122.0,,,,,,,75300.0,,,40168.0,,2434.0,,,,,,,,,,,
1878,,,,,,,,,,,,264.0,1976.0,,,,,,,7434.0,,,,,,,,,,,,,,,528.0,,,,,,,,,,,,,,,,,,,4931.0,,,,395.0,,,,,,,,,,,,,,,,,,35.0,,,,,17801.0,,,,,,,,,28533.0,,,,,,,,,,,,,,785.0,,533.0,,,,,,,1033.0,,,507.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1825.0,,97.0,,,,,297.0,,,,,,,,,,,,,6641.0,175.0,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,1025.0,,,,,,,,,595.0,370.0,,,,,,,,,,,89.0,,,,,,,73956.0,,,39275.0,,3181.0,,,,,,,,,,,
1879,,,,,,,,,,,,397.0,2419.0,,,,,,,7569.0,,,,,,,,,,,0.0,,,,596.0,,,,,,,,,,,,,,,,,,,5299.0,,,,446.0,,,,,,,,,,,,,,,,,,21.0,,,,,18422.0,,,,,,,,,30253.0,,,1.0,,,,,,,,,,,783.0,,506.0,,,,,,,1189.0,,,632.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968.0,,138.0,,,,,312.0,,,,,,,,,,,,,7229.0,193.0,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,1084.0,,,,,,,,,604.0,395.0,,,,,,,,,,,34.0,,,,,,,74412.0,,,47890.0,,3264.0,,,,,,,,,,,
1880,,,,,,,,,,,,602.0,6454.0,,,,,,,8304.0,,,,,,,,,,,0.0,,,,1428.0,,,,,,,,,,,,,,,,,,,5614.0,,,,508.0,,,,,,,,,,,,,,,,,,27.0,,,,,20783.0,,,,,,,,,33980.0,,,,,,,,,,,,,,904.0,,566.0,,,96.0,,,,1383.0,,,641.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2176.0,,179.0,,,,,341.0,,,,,,,,,,,,,7191.0,240.0,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,1205.0,,,,,,,,,772.0,456.0,,,,,,,,,,,38.0,,,,,,,81093.0,,,54226.0,,3829.0,,,,,,,0.0,,,,
1881,,,,,,,,,,,,482.0,2815.0,,,,,,,8360.0,,,,,,,,,,,1.0,,,,1526.0,,,,,,,,,,,,,,,,,,,5929.0,,,,538.0,,,,,,,,,,,,,,,,,,27.0,,,,,21284.0,,,,,,,,,36644.0,,,,,,,,,,,,,,969.0,,552.0,,,96.0,,,,1626.0,,,659.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2191.0,,201.0,,,,,353.0,,,,,,,,,,,,,7159.0,243.0,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,1346.0,,,,,,,,,751.0,427.0,,,,,,,,,,,50.0,,,,,,,85238.0,,,57367.0,,4033.0,,,,,,,,,,,
